70.78,70.93,71.18,71.26,71.35,71.3318,71.35,71.35,71.4625,71.42,71.52,71.57,71.51,71.56,71.5,71.58,71.5,71.52,71.55,71.58,71.5,71.485,71.41,71.47,71.42,71.39,71.38,71.345,71.39,71.38,71.371,71.36,71.36,71.32,71.37,71.375,71.419,71.28,71.34,71.32,71.3146,71.33,71.395,71.33,71.369,71.25,71.265,71.27,71.345,71.395,71.38,71.41,71.3625,71.414,71.405,71.38,71.38,71.4057,71.45,71.51,71.51,71.555,71.49,71.625,71.6,71.555,71.55,71.64,71.6933,71.65,71.67,71.67,71.76,71.69,71.63,71.68,71.6201,71.69,71.6625,71.6799,71.66,71.69,71.8,71.8,71.78,71.755,71.75,71.6799,71.68,71.68,71.62,71.62,71.66,71.675,71.67,71.7,71.71,71.75,71.815,71.81
70.78,70.93,71.18,71.26,71.35,71.3318,71.35,71.35,71.4625,71.42,71.52,71.57,71.51,71.56,71.5,71.58,71.5,71.52,71.55,71.58,71.5,71.485,71.41,71.47,71.42,71.39,71.38,71.345,71.39,71.38,71.371,71.36,71.36,71.32,71.37,71.375,71.419,71.28,71.34,71.32,71.3146,71.33,71.395,71.33,71.369,71.25,71.265,71.27,71.345,71.395,71.38,71.41,71.3625,71.414,71.405,71.38,71.38,71.4057,71.45,71.51,71.51,71.555,71.49,71.625,71.6,71.555,71.55,71.64,71.6933,71.65,71.67,71.67,71.76,71.69,71.63,71.68,71.6201,71.69,71.6625,71.6799,71.66,71.69,71.8,71.8,71.78,71.755,71.75,71.6799,71.68,71.68,71.62,71.62,71.66,71.675,71.67,71.7,71.71,71.75,71.815,71.81
70.78,70.93,71.18,71.26,71.35,71.3318,71.35,71.35,71.4625,71.42,71.52,71.57,71.51,71.56,71.5,71.58,71.5,71.52,71.55,71.58,71.5,71.485,71.41,71.47,71.42,71.39,71.38,71.345,71.39,71.38,71.371,71.36,71.36,71.32,71.37,71.375,71.419,71.28,71.34,71.32,71.3146,71.33,71.395,71.33,71.369,71.25,71.265,71.27,71.345,71.395,71.38,71.41,71.3625,71.414,71.405,71.38,71.38,71.4057,71.45,71.51,71.51,71.555,71.49,71.625,71.6,71.555,71.55,71.64,71.6933,71.65,71.67,71.67,71.76,71.69,71.63,71.68,71.6201,71.69,71.6625,71.6799,71.66,71.69,71.8,71.8,71.78,71.755,71.75,71.6799,71.68,71.68,71.62,71.62,71.66,71.675,71.67,71.7,71.71,71.75,71.815,71.81
70.78,70.93,71.18,71.26,71.35,71.3318,71.35,71.35,71.4625,71.42,71.52,71.57,71.51,71.56,71.5,71.58,71.5,71.52,71.55,71.58,71.5,71.485,71.41,71.47,71.42,71.39,71.38,71.345,71.39,71.38,71.371,71.36,71.36,71.32,71.37,71.375,71.419,71.28,71.34,71.32,71.3146,71.33,71.395,71.33,71.369,71.25,71.265,71.27,71.345,71.395,71.38,71.41,71.3625,71.414,71.405,71.38,71.38,71.4057,71.45,71.51,71.51,71.555,71.49,71.625,71.6,71.555,71.55,71.64,71.6933,71.65,71.67,71.67,71.76,71.69,71.63,71.68,71.6201,71.69,71.6625,71.6799,71.66,71.69,71.8,71.8,71.78,71.755,71.75,71.6799,71.68,71.68,71.62,71.62,71.66,71.675,71.67,71.7,71.71,71.75,71.815,71.81
70.78,70.93,71.18,71.26,71.35,71.3318,71.35,71.35,71.4625,71.42,71.52,71.57,71.51,71.56,71.5,71.58,71.5,71.52,71.55,71.58,71.5,71.485,71.41,71.47,71.42,71.39,71.38,71.345,71.39,71.38,71.371,71.36,71.36,71.32,71.37,71.375,71.419,71.28,71.34,71.32,71.3146,71.33,71.395,71.33,71.369,71.25,71.265,71.27,71.345,71.395,71.38,71.41,71.3625,71.414,71.405,71.38,71.38,71.4057,71.45,71.51,71.51,71.555,71.49,71.625,71.6,71.555,71.55,71.64,71.6933,71.65,71.67,71.67,71.76,71.69,71.63,71.68,71.6201,71.69,71.6625,71.6799,71.66,71.69,71.8,71.8,71.78,71.755,71.75,71.6799,71.68,71.68,71.62,71.62,71.66,71.675,71.67,71.7,71.71,71.75,71.815,71.81
70.78,70.93,71.18,71.26,71.35,71.3318,71.35,71.35,71.4625,71.42,71.52,71.57,71.51,71.56,71.5,71.58,71.5,71.52,71.55,71.58,71.5,71.485,71.41,71.47,71.42,71.39,71.38,71.345,71.39,71.38,71.371,71.36,71.36,71.32,71.37,71.375,71.419,71.28,71.34,71.32,71.3146,71.33,71.395,71.33,71.369,71.25,71.265,71.27,71.345,71.395,71.38,71.41,71.3625,71.414,71.405,71.38,71.38,71.4057,71.45,71.51,71.51,71.555,71.49,71.625,71.6,71.555,71.55,71.64,71.6933,71.65,71.67,71.67,71.76,71.69,71.63,71.68,71.6201,71.69,71.6625,71.6799,71.66,71.69,71.8,71.8,71.78,71.755,71.75,71.6799,71.68,71.68,71.62,71.62,71.66,71.675,71.67,71.7,71.71,71.75,71.815,71.81
70.78,70.93,71.18,71.26,71.35,71.3318,71.35,71.35,71.4625,71.42,71.52,71.57,71.51,71.56,71.5,71.58,71.5,71.52,71.55,71.58,71.5,71.485,71.41,71.47,71.42,71.39,71.38,71.345,71.39,71.38,71.371,71.36,71.36,71.32,71.37,71.375,71.419,71.28,71.34,71.32,71.3146,71.33,71.395,71.33,71.369,71.25,71.265,71.27,71.345,71.395,71.38,71.41,71.3625,71.414,71.405,71.38,71.38,71.4057,71.45,71.51,71.51,71.555,71.49,71.625,71.6,71.555,71.55,71.64,71.6933,71.65,71.67,71.67,71.76,71.69,71.63,71.68,71.6201,71.69,71.6625,71.6799,71.66,71.69,71.8,71.8,71.78,71.755,71.75,71.6799,71.68,71.68,71.62,71.62,71.66,71.675,71.67,71.7,71.71,71.75,71.815,71.81
70.78,70.93,71.18,71.26,71.35,71.3318,71.35,71.35,71.4625,71.42,71.52,71.57,71.51,71.56,71.5,71.58,71.5,71.52,71.55,71.58,71.5,71.485,71.41,71.47,71.42,71.39,71.38,71.345,71.39,71.38,71.371,71.36,71.36,71.32,71.37,71.375,71.419,71.28,71.34,71.32,71.3146,71.33,71.395,71.33,71.369,71.25,71.265,71.27,71.345,71.395,71.38,71.41,71.3625,71.414,71.405,71.38,71.38,71.4057,71.45,71.51,71.51,71.555,71.49,71.625,71.6,71.555,71.55,71.64,71.6933,71.65,71.67,71.67,71.76,71.69,71.63,71.68,71.6201,71.69,71.6625,71.6799,71.66,71.69,71.8,71.8,71.78,71.755,71.75,71.6799,71.68,71.68,71.62,71.62,71.66,71.675,71.67,71.7,71.71,71.75,71.815,71.81
70.78,70.93,71.18,71.26,71.35,71.3318,71.35,71.35,71.4625,71.42,71.52,71.57,71.51,71.56,71.5,71.58,71.5,71.52,71.55,71.58,71.5,71.485,71.41,71.47,71.42,71.39,71.38,71.345,71.39,71.38,71.371,71.36,71.36,71.32,71.37,71.375,71.419,71.28,71.34,71.32,71.3146,71.33,71.395,71.33,71.369,71.25,71.265,71.27,71.345,71.395,71.38,71.41,71.3625,71.414,71.405,71.38,71.38,71.4057,71.45,71.51,71.51,71.555,71.49,71.625,71.6,71.555,71.55,71.64,71.6933,71.65,71.67,71.67,71.76,71.69,71.63,71.68,71.6201,71.69,71.6625,71.6799,71.66,71.69,71.8,71.8,71.78,71.755,71.75,71.6799,71.68,71.68,71.62,71.62,71.66,71.675,71.67,71.7,71.71,71.75,71.815,71.81
70.78,70.93,71.18,71.26,71.35,71.3318,71.35,71.35,71.4625,71.42,71.52,71.57,71.51,71.56,71.5,71.58,71.5,71.52,71.55,71.58,71.5,71.485,71.41,71.47,71.42,71.39,71.38,71.345,71.39,71.38,71.371,71.36,71.36,71.32,71.37,71.375,71.419,71.28,71.34,71.32,71.3146,71.33,71.395,71.33,71.369,71.25,71.265,71.27,71.345,71.395,71.38,71.41,71.3625,71.414,71.405,71.38,71.38,71.4057,71.45,71.51,71.51,71.555,71.49,71.625,71.6,71.555,71.55,71.64,71.6933,71.65,71.67,71.67,71.76,71.69,71.63,71.68,71.6201,71.69,71.6625,71.6799,71.66,71.69,71.8,71.8,71.78,71.755,71.75,71.6799,71.68,71.68,71.62,71.62,71.66,71.675,71.67,71.7,71.71,71.75,71.815,71.81
70.78,70.93,71.18,71.26,71.35,71.3318,71.35,71.35,71.4625,71.42,71.52,71.57,71.51,71.56,71.5,71.58,71.5,71.52,71.55,71.58,71.5,71.485,71.41,71.47,71.42,71.39,71.38,71.345,71.39,71.38,71.371,71.36,71.36,71.32,71.37,71.375,71.419,71.28,71.34,71.32,71.3146,71.33,71.395,71.33,71.369,71.25,71.265,71.27,71.345,71.395,71.38,71.41,71.3625,71.414,71.405,71.38,71.38,71.4057,71.45,71.51,71.51,71.555,71.49,71.625,71.6,71.555,71.55,71.64,71.6933,71.65,71.67,71.67,71.76,71.69,71.63,71.68,71.6201,71.69,71.6625,71.6799,71.66,71.69,71.8,71.8,71.78,71.755,71.75,71.6799,71.68,71.68,71.62,71.62,71.66,71.675,71.67,71.7,71.71,71.75,71.815,71.81
70.78,70.93,71.18,71.26,71.35,71.3318,71.35,71.35,71.4625,71.42,71.52,71.57,71.51,71.56,71.5,71.58,71.5,71.52,71.55,71.58,71.5,71.485,71.41,71.47,71.42,71.39,71.38,71.345,71.39,71.38,71.371,71.36,71.36,71.32,71.37,71.375,71.419,71.28,71.34,71.32,71.3146,71.33,71.395,71.33,71.369,71.25,71.265,71.27,71.345,71.395,71.38,71.41,71.3625,71.414,71.405,71.38,71.38,71.4057,71.45,71.51,71.51,71.555,71.49,71.625,71.6,71.555,71.55,71.64,71.6933,71.65,71.67,71.67,71.76,71.69,71.63,71.68,71.6201,71.69,71.6625,71.6799,71.66,71.69,71.8,71.8,71.78,71.755,71.75,71.6799,71.68,71.68,71.62,71.62,71.66,71.675,71.67,71.7,71.71,71.75,71.815,71.81
70.78,70.93,71.18,71.26,71.35,71.3318,71.35,71.35,71.4625,71.42,71.52,71.57,71.51,71.56,71.5,71.58,71.5,71.52,71.55,71.58,71.5,71.485,71.41,71.47,71.42,71.39,71.38,71.345,71.39,71.38,71.371,71.36,71.36,71.32,71.37,71.375,71.419,71.28,71.34,71.32,71.3146,71.33,71.395,71.33,71.369,71.25,71.265,71.27,71.345,71.395,71.38,71.41,71.3625,71.414,71.405,71.38,71.38,71.4057,71.45,71.51,71.51,71.555,71.49,71.625,71.6,71.555,71.55,71.64,71.6933,71.65,71.67,71.67,71.76,71.69,71.63,71.68,71.6201,71.69,71.6625,71.6799,71.66,71.69,71.8,71.8,71.78,71.755,71.75,71.6799,71.68,71.68,71.62,71.62,71.66,71.675,71.67,71.7,71.71,71.75,71.815,71.81
70.78,70.93,71.18,71.26,71.35,71.3318,71.35,71.35,71.4625,71.42,71.52,71.57,71.51,71.56,71.5,71.58,71.5,71.52,71.55,71.58,71.5,71.485,71.41,71.47,71.42,71.39,71.38,71.345,71.39,71.38,71.371,71.36,71.36,71.32,71.37,71.375,71.419,71.28,71.34,71.32,71.3146,71.33,71.395,71.33,71.369,71.25,71.265,71.27,71.345,71.395,71.38,71.41,71.3625,71.414,71.405,71.38,71.38,71.4057,71.45,71.51,71.51,71.555,71.49,71.625,71.6,71.555,71.55,71.64,71.6933,71.65,71.67,71.67,71.76,71.69,71.63,71.68,71.6201,71.69,71.6625,71.6799,71.66,71.69,71.8,71.8,71.78,71.755,71.75,71.6799,71.68,71.68,71.62,71.62,71.66,71.675,71.67,71.7,71.71,71.75,71.815,71.81
70.78,70.93,71.18,71.26,71.35,71.3318,71.35,71.35,71.4625,71.42,71.52,71.57,71.51,71.56,71.5,71.58,71.5,71.52,71.55,71.58,71.5,71.485,71.41,71.47,71.42,71.39,71.38,71.345,71.39,71.38,71.371,71.36,71.36,71.32,71.37,71.375,71.419,71.28,71.34,71.32,71.3146,71.33,71.395,71.33,71.369,71.25,71.265,71.27,71.345,71.395,71.38,71.41,71.3625,71.414,71.405,71.38,71.38,71.4057,71.45,71.51,71.51,71.555,71.49,71.625,71.6,71.555,71.55,71.64,71.6933,71.65,71.67,71.67,71.76,71.69,71.63,71.68,71.6201,71.69,71.6625,71.6799,71.66,71.69,71.8,71.8,71.78,71.755,71.75,71.6799,71.68,71.68,71.62,71.62,71.66,71.675,71.67,71.7,71.71,71.75,71.815,71.81
70.78,70.93,71.18,71.26,71.35,71.3318,71.35,71.35,71.4625,71.42,71.52,71.57,71.51,71.56,71.5,71.58,71.5,71.52,71.55,71.58,71.5,71.485,71.41,71.47,71.42,71.39,71.38,71.345,71.39,71.38,71.371,71.36,71.36,71.32,71.37,71.375,71.419,71.28,71.34,71.32,71.3146,71.33,71.395,71.33,71.369,71.25,71.265,71.27,71.345,71.395,71.38,71.41,71.3625,71.414,71.405,71.38,71.38,71.4057,71.45,71.51,71.51,71.555,71.49,71.625,71.6,71.555,71.55,71.64,71.6933,71.65,71.67,71.67,71.76,71.69,71.63,71.68,71.6201,71.69,71.6625,71.6799,71.66,71.69,71.8,71.8,71.78,71.755,71.75,71.6799,71.68,71.68,71.62,71.62,71.66,71.675,71.67,71.7,71.71,71.75,71.815,71.81
70.78,70.93,71.18,71.26,71.35,71.3318,71.35,71.35,71.4625,71.42,71.52,71.57,71.51,71.56,71.5,71.58,71.5,71.52,71.55,71.58,71.5,71.485,71.41,71.47,71.42,71.39,71.38,71.345,71.39,71.38,71.371,71.36,71.36,71.32,71.37,71.375,71.419,71.28,71.34,71.32,71.3146,71.33,71.395,71.33,71.369,71.25,71.265,71.27,71.345,71.395,71.38,71.41,71.3625,71.414,71.405,71.38,71.38,71.4057,71.45,71.51,71.51,71.555,71.49,71.625,71.6,71.555,71.55,71.64,71.6933,71.65,71.67,71.67,71.76,71.69,71.63,71.68,71.6201,71.69,71.6625,71.6799,71.66,71.69,71.8,71.8,71.78,71.755,71.75,71.6799,71.68,71.68,71.62,71.62,71.66,71.675,71.67,71.7,71.71,71.75,71.815,71.81
70.78,70.93,71.18,71.26,71.35,71.3318,71.35,71.35,71.4625,71.42,71.52,71.57,71.51,71.56,71.5,71.58,71.5,71.52,71.55,71.58,71.5,71.485,71.41,71.47,71.42,71.39,71.38,71.345,71.39,71.38,71.371,71.36,71.36,71.32,71.37,71.375,71.419,71.28,71.34,71.32,71.3146,71.33,71.395,71.33,71.369,71.25,71.265,71.27,71.345,71.395,71.38,71.41,71.3625,71.414,71.405,71.38,71.38,71.4057,71.45,71.51,71.51,71.555,71.49,71.625,71.6,71.555,71.55,71.64,71.6933,71.65,71.67,71.67,71.76,71.69,71.63,71.68,71.6201,71.69,71.6625,71.6799,71.66,71.69,71.8,71.8,71.78,71.755,71.75,71.6799,71.68,71.68,71.62,71.62,71.66,71.675,71.67,71.7,71.71,71.75,71.815,71.81
70.78,70.93,71.18,71.26,71.35,71.3318,71.35,71.35,71.4625,71.42,71.52,71.57,71.51,71.56,71.5,71.58,71.5,71.52,71.55,71.58,71.5,71.485,71.41,71.47,71.42,71.39,71.38,71.345,71.39,71.38,71.371,71.36,71.36,71.32,71.37,71.375,71.419,71.28,71.34,71.32,71.3146,71.33,71.395,71.33,71.369,71.25,71.265,71.27,71.345,71.395,71.38,71.41,71.3625,71.414,71.405,71.38,71.38,71.4057,71.45,71.51,71.51,71.555,71.49,71.625,71.6,71.555,71.55,71.64,71.6933,71.65,71.67,71.67,71.76,71.69,71.63,71.68,71.6201,71.69,71.6625,71.6799,71.66,71.69,71.8,71.8,71.78,71.755,71.75,71.6799,71.68,71.68,71.62,71.62,71.66,71.675,71.67,71.7,71.71,71.75,71.815,71.81
